1,1,610.67,82.67,56.67,48.33,0.49,-1,-1,-1
1,2,926.00,72.75,44.00,34.83,0.49,-1,-1,-1
1,3,501.00,89.75,66.00,47.00,0.49,-1,-1,-1
1,4,526.33,66.00,52.00,42.17,0.44,-1,-1,-1
1,5,613.33,7.29,55.33,49.92,0.43,-1,-1,-1
1,6,898.67,48.12,29.33,23.08,0.43,-1,-1,-1
1,7,658.67,46.62,37.33,37.04,0.43,-1,-1,-1
1,8,633.67,68.67,48.00,38.50,0.41,-1,-1,-1
2,1,610.67,82.67,56.67,48.33,0.49,-1,-1,-1
2,2,926.67,72.67,42.67,35.00,0.48,-1,-1,-1
2,3,501.00,89.92,65.33,46.83,0.48,-1,-1,-1
2,4,525.67,66.00,52.67,42.50,0.44,-1,-1,-1
2,5,607.67,7.08,58.00,52.04,0.48,-1,-1,-1
2,6,898.67,48.17,29.33,23.08,0.43,-1,-1,-1
2,7,658.33,48.12,37.00,37.04,0.41,-1,-1,-1
2,8,633.67,68.67,48.00,38.50,0.40,-1,-1,-1
3,1,609.00,83.08,57.33,49.33,0.50,-1,-1,-1
3,2,926.00,73.04,44.00,34.54,0.49,-1,-1,-1
3,3,500.67,90.00,65.33,46.67,0.48,-1,-1,-1
3,4,527.00,65.92,51.33,42.33,0.45,-1,-1,-1
3,5,605.33,8.08,58.67,53.67,0.49,-1,-1,-1
3,6,898.67,48.08,29.33,23.00,0.42,-1,-1,-1
3,7,656.33,49.17,38.33,37.25,0.43,-1,-1,-1
3,8,635.00,67.25,46.00,40.83,0.43,-1,-1,-1
3,9,572.00,54.54,41.33,34.79,0.41,-1,-1,-1
4,1,607.67,83.83,58.00,52.00,0.51,-1,-1,-1
4,2,926.00,72.71,44.00,34.79,0.49,-1,-1,-1
4,3,499.67,89.67,65.33,47.67,0.48,-1,-1,-1
4,4,525.00,65.67,54.00,43.00,0.46,-1,-1,-1
4,5,604.00,8.00,58.67,55.54,0.47,-1,-1,-1
4,6,899.33,47.58,29.33,23.17,0.43,-1,-1,-1
4,7,656.00,49.50,38.67,37.50,0.43,-1,-1,-1
4,8,635.33,67.71,46.00,40.96,0.43,-1,-1,-1
4,9,572.00,54.46,42.00,34.79,0.38,-1,-1,-1
5,1,603.67,86.67,58.67,54.33,0.51,-1,-1,-1
5,2,926.00,72.79,44.00,34.71,0.49,-1,-1,-1
5,3,495.33,92.58,66.00,48.50,0.51,-1,-1,-1
5,4,525.33,65.75,53.33,44.00,0.47,-1,-1,-1
5,5,605.33,8.42,57.33,55.04,0.48,-1,-1,-1
5,6,898.67,47.83,29.33,23.33,0.43,-1,-1,-1
5,7,656.00,52.00,38.00,37.00,0.40,-1,-1,-1
5,8,631.67,70.42,47.33,39.50,0.42,-1,-1,-1
5,9,571.67,54.38,42.00,34.96,0.43,-1,-1,-1
6,1,595.00,94.42,62.00,55.17,0.50,-1,-1,-1
6,2,926.00,72.83,44.00,34.67,0.49,-1,-1,-1
6,3,485.00,98.17,70.67,48.33,0.51,-1,-1,-1
6,4,522.00,66.21,56.00,44.96,0.49,-1,-1,-1
6,5,603.33,8.21,58.67,54.58,0.48,-1,-1,-1
6,6,898.67,47.92,29.33,23.17,0.43,-1,-1,-1
6,7,654.33,53.38,38.33,38.04,0.46,-1,-1,-1
6,8,626.67,73.96,50.67,43.21,0.47,-1,-1,-1
6,9,570.67,54.46,42.67,35.04,0.44,-1,-1,-1
7,1,578.33,107.33,68.67,63.33,0.51,-1,-1,-1
7,2,924.67,72.71,44.00,34.12,0.49,-1,-1,-1
7,3,463.33,106.67,76.67,53.67,0.51,-1,-1,-1
7,4,515.67,67.67,59.33,44.83,0.50,-1,-1,-1
7,5,605.67,8.88,56.00,53.79,0.46,-1,-1,-1
7,6,898.67,47.96,29.33,23.08,0.43,-1,-1,-1
7,7,650.67,55.50,40.67,40.00,0.42,-1,-1,-1
7,8,615.67,77.83,57.33,47.83,0.50,-1,-1,-1
7,9,570.67,55.08,42.00,35.42,0.33,-1,-1,-1
8,1,545.33,131.83,83.33,74.67,0.50,-1,-1,-1
8,2,922.67,71.58,44.00,33.67,0.48,-1,-1,-1
8,3,431.00,120.00,86.00,61.33,0.51,-1,-1,-1
8,4,504.00,70.92,63.33,46.17,0.50,-1,-1,-1
8,5,605.33,8.75,56.67,54.38,0.47,-1,-1,-1
8,6,899.33,47.96,29.33,23.08,0.42,-1,-1,-1
8,7,644.00,59.25,44.67,41.92,0.44,-1,-1,-1
8,8,602.67,85.50,64.00,51.17,0.50,-1,-1,-1
8,9,563.67,57.00,46.00,35.17,0.47,-1,-1,-1
9,1,486.00,172.33,109.33,96.00,0.51,-1,-1,-1
9,2,916.00,69.08,46.67,33.00,0.49,-1,-1,-1
9,3,377.33,140.83,103.33,72.33,0.51,-1,-1,-1
9,4,482.00,76.33,70.00,50.33,0.51,-1,-1,-1
9,5,602.33,7.85,59.33,56.48,0.49,-1,-1,-1
9,6,898.67,47.79,30.67,23.17,0.45,-1,-1,-1
9,7,636.67,64.17,47.33,44.67,0.48,-1,-1,-1
9,8,584.67,98.00,71.33,57.00,0.49,-1,-1,-1
9,9,557.33,59.25,48.67,36.50,0.48,-1,-1,-1
10,1,355.33,251.00,172.67,156.67,0.48,-1,-1,-1
10,2,904.00,65.38,46.67,30.96,0.49,-1,-1,-1
10,3,287.00,178.33,134.67,92.00,0.51,-1,-1,-1
10,4,447.33,84.83,79.33,53.67,0.51,-1,-1,-1
10,5,598.67,8.42,61.33,56.75,0.51,-1,-1,-1
10,6,899.33,47.92,29.33,21.42,0.43,-1,-1,-1
10,7,621.33,71.12,56.00,49.88,0.48,-1,-1,-1
10,8,554.00,117.75,84.00,69.92,0.51,-1,-1,-1
10,9,544.67,64.21,54.00,38.04,0.50,-1,-1,-1
10,10,664.33,37.79,37.67,40.42,0.44,-1,-1,-1
10,11,587.00,44.17,39.33,42.42,0.42,-1,-1,-1
11,3,122.92,244.17,197.42,135.17,0.48,-1,-1,-1
11,4,392.33,94.75,96.67,57.50,0.50,-1,-1,-1
11,5,594.33,9.56,63.33,58.52,0.51,-1,-1,-1
11,6,900.00,48.17,28.00,18.50,0.27,-1,-1,-1
11,7,602.33,80.50,64.00,57.83,0.50,-1,-1,-1
11,8,498.33,153.00,109.33,91.00,0.50,-1,-1,-1
11,9,527.67,72.50,57.33,40.67,0.50,-1,-1,-1
11,10,657.33,43.00,41.33,42.50,0.44,-1,-1,-1
11,11,577.33,48.75,44.00,41.75,0.48,-1,-1,-1
11,12,886.67,59.96,45.33,28.38,0.46,-1,-1,-1
11,13,46.58,435.67,310.08,284.33,0.43,-1,-1,-1
12,4,305.00,105.50,122.67,64.83,0.49,-1,-1,-1
12,5,587.33,11.17,66.67,61.33,0.51,-1,-1,-1
12,6,903.33,48.08,24.00,18.75,0.24,-1,-1,-1
12,7,574.33,96.83,74.00,66.00,0.51,-1,-1,-1
12,8,380.33,220.50,169.33,147.17,0.47,-1,-1,-1
12,9,501.33,84.17,65.33,46.67,0.51,-1,-1,-1
12,10,648.00,50.75,42.00,45.08,0.49,-1,-1,-1
12,11,566.33,53.88,46.67,44.12,0.48,-1,-1,-1
12,14,0.17,389.33,121.83,192.00,0.42,-1,-1,-1
12,2,904.00,65.38,46.67,30.96,0.48,-1,-1,-1
13,5,577.00,13.42,72.00,64.83,0.51,-1,-1,-1
13,6,898.67,48.04,29.33,22.92,0.39,-1,-1,-1
13,7,534.00,120.08,89.33,79.75,0.51,-1,-1,-1
13,9,455.67,100.75,80.00,57.50,0.51,-1,-1,-1
13,10,638.33,59.33,45.67,48.17,0.45,-1,-1,-1
13,11,552.33,58.58,52.00,48.17,0.50,-1,-1,-1
13,2,852.67,44.29,37.33,25.92,0.42,-1,-1,-1
13,15,179.33,117.83,150.67,69.33,0.50,-1,-1,-1
13,16,664.67,49.42,34.67,30.08,0.44,-1,-1,-1
13,17,115.25,370.00,290.75,271.33,0.43,-1,-1,-1
13,18,57.67,478.67,326.67,239.33,0.41,-1,-1,-1
14,5,563.33,15.38,79.33,70.12,0.51,-1,-1,-1
14,6,899.33,48.08,29.33,22.75,0.41,-1,-1,-1
14,7,470.67,156.50,114.67,103.33,0.51,-1,-1,-1
14,9,373.33,130.50,105.33,69.83,0.50,-1,-1,-1
14,10,623.33,66.75,53.33,57.00,0.50,-1,-1,-1
14,11,536.00,65.50,55.33,52.17,0.50,-1,-1,-1
14,2,838.67,37.75,32.00,23.83,0.42,-1,-1,-1
14,16,657.33,55.33,38.00,34.67,0.45,-1,-1,-1
14,19,28.92,124.92,164.75,67.08,0.50,-1,-1,-1
15,5,536.00,20.94,100.67,72.31,0.49,-1,-1,-1
15,6,898.67,48.17,29.33,21.67,0.41,-1,-1,-1
15,10,603.33,79.42,61.33,64.83,0.51,-1,-1,-1
15,11,510.00,76.83,63.33,58.50,0.50,-1,-1,-1
15,2,824.67,32.42,29.33,21.75,0.42,-1,-1,-1
15,16,646.33,64.12,43.67,37.79,0.46,-1,-1,-1
15,20,216.00,185.33,160.67,101.00,0.50,-1,-1,-1
15,21,0.21,118.75,75.33,66.92,0.50,-1,-1,-1
15,22,347.67,222.33,172.67,159.67,0.48,-1,-1,-1
16,5,527.33,25.71,98.67,78.29,0.50,-1,-1,-1
16,6,898.00,47.83,30.67,23.75,0.27,-1,-1,-1
16,10,576.67,95.00,72.00,75.67,0.51,-1,-1,-1
16,11,470.33,93.33,75.33,66.33,0.50,-1,-1,-1
16,16,633.33,74.33,48.00,43.00,0.48,-1,-1,-1
16,23,663.33,43.00,34.67,30.33,0.45,-1,-1,-1
16,24,0.54,300.33,157.29,196.00,0.45,-1,-1,-1
16,25,816.00,26.48,24.00,20.10,0.44,-1,-1,-1
17,5,499.67,29.12,114.00,89.88,0.51,-1,-1,-1
17,6,898.67,48.12,29.33,22.33,0.38,-1,-1,-1
17,10,536.33,119.33,87.33,92.83,0.51,-1,-1,-1
17,11,408.67,118.00,92.67,78.67,0.48,-1,-1,-1
17,16,611.67,89.33,58.00,51.17,0.48,-1,-1,-1
17,23,655.00,50.42,38.33,32.25,0.43,-1,-1,-1
18,5,459.33,34.83,134.67,105.67,0.52,-1,-1,-1
18,6,898.67,48.17,29.33,22.50,0.39,-1,-1,-1
18,10,471.00,155.67,115.33,123.33,0.51,-1,-1,-1
18,11,314.67,154.83,124.67,102.00,0.51,-1,-1,-1
18,16,580.33,108.33,72.00,59.17,0.51,-1,-1,-1
18,23,643.67,58.92,43.00,36.17,0.48,-1,-1,-1
19,5,397.67,44.42,170.00,125.58,0.50,-1,-1,-1
19,6,898.67,47.96,29.33,22.58,0.42,-1,-1,-1
19,10,347.00,223.17,177.33,185.50,0.48,-1,-1,-1
19,11,157.00,220.00,181.67,141.33,0.48,-1,-1,-1
19,16,537.67,137.42,90.00,72.08,0.51,-1,-1,-1
19,23,629.00,70.00,48.67,42.33,0.49,-1,-1,-1
19,9,373.33,130.50,105.33,69.83,0.38,-1,-1,-1
20,5,300.33,59.75,228.67,158.92,0.49,-1,-1,-1
20,6,900.00,47.96,28.00,21.50,0.32,-1,-1,-1
20,16,472.67,182.33,118.00,98.67,0.50,-1,-1,-1
20,23,606.00,86.17,58.00,50.17,0.52,-1,-1,-1
20,9,591.33,40.29,42.67,34.42,0.41,-1,-1,-1
20,26,103.08,361.67,276.58,282.00,0.44,-1,-1,-1
20,27,644.00,51.50,44.00,32.50,0.43,-1,-1,-1
21,5,156.17,76.92,314.50,220.42,0.48,-1,-1,-1
21,6,899.33,48.04,29.33,22.50,0.32,-1,-1,-1
21,23,570.33,108.42,71.33,63.92,0.51,-1,-1,-1
21,9,565.33,50.12,50.00,39.38,0.45,-1,-1,-1
21,27,630.67,61.67,48.00,37.67,0.49,-1,-1,-1
21,28,348.67,264.67,180.67,164.67,0.49,-1,-1,-1
21,29,1020.00,484.67,258.67,230.00,0.45,-1,-1,-1
22,5,0.00,156.67,368.67,298.33,0.35,-1,-1,-1
22,6,899.33,48.38,29.33,22.25,0.36,-1,-1,-1
22,23,512.00,145.33,96.00,84.33,0.51,-1,-1,-1
22,9,532.00,64.42,58.00,45.67,0.50,-1,-1,-1
22,27,607.33,77.58,55.33,44.50,0.51,-1,-1,-1
22,30,875.33,235.50,141.33,114.83,0.50,-1,-1,-1
22,31,78.00,456.00,300.67,264.00,0.46,-1,-1,-1
23,6,898.67,48.17,29.33,22.33,0.39,-1,-1,-1
23,23,414.67,207.67,136.67,130.67,0.49,-1,-1,-1
23,27,572.67,101.00,69.33,54.00,0.50,-1,-1,-1
23,32,483.67,84.33,72.00,56.17,0.51,-1,-1,-1
23,33,817.33,142.17,85.33,73.33,0.50,-1,-1,-1
23,34,3.08,159.50,217.58,267.17,0.43,-1,-1,-1
24,6,898.67,48.04,29.33,21.83,0.40,-1,-1,-1
24,27,516.67,138.42,93.33,70.58,0.51,-1,-1,-1
24,35,408.00,111.67,96.67,74.00,0.51,-1,-1,-1
24,36,788.67,97.75,61.33,52.33,0.48,-1,-1,-1
24,37,182.83,346.33,247.17,262.00,0.47,-1,-1,-1
24,38,891.33,135.83,185.33,172.00,0.46,-1,-1,-1
24,39,660.67,39.52,36.00,28.56,0.42,-1,-1,-1
25,6,900.67,48.12,26.67,19.33,0.24,-1,-1,-1
25,27,411.00,200.83,138.67,108.67,0.50,-1,-1,-1
25,40,774.00,69.88,46.67,40.62,0.50,-1,-1,-1
25,41,280.83,155.00,140.50,109.67,0.49,-1,-1,-1
25,42,854.00,83.17,116.00,112.50,0.46,-1,-1,-1
25,43,642.00,52.08,44.00,34.25,0.43,-1,-1,-1
26,6,899.33,48.12,29.33,22.25,0.38,-1,-1,-1
26,44,834.67,57.38,81.33,80.12,0.50,-1,-1,-1
26,45,964.00,372.33,229.33,179.33,0.48,-1,-1,-1
26,46,768.00,51.38,37.33,32.38,0.48,-1,-1,-1
26,47,145.25,350.00,273.42,224.67,0.47,-1,-1,-1
26,48,17.17,241.33,247.00,194.67,0.47,-1,-1,-1
26,16,472.67,182.33,118.00,98.67,0.49,-1,-1,-1
27,6,898.67,48.08,29.33,22.58,0.35,-1,-1,-1
27,16,574.33,98.08,67.33,56.33,0.47,-1,-1,-1
27,49,859.33,206.33,118.67,85.33,0.51,-1,-1,-1
