1,1,452.00,58.17,52.00,34.50,0.49,-1,-1,-1
1,2,619.67,4.81,54.67,52.02,0.48,-1,-1,-1
1,3,501.67,84.42,64.00,47.67,0.47,-1,-1,-1
1,4,923.33,75.42,46.67,32.17,0.47,-1,-1,-1
1,5,597.33,70.50,64.00,67.33,0.46,-1,-1,-1
1,6,539.33,61.75,52.67,44.83,0.44,-1,-1,-1
1,7,892.00,43.96,30.67,27.08,0.43,-1,-1,-1
2,1,452.00,58.17,52.00,34.50,0.49,-1,-1,-1
2,2,619.67,4.81,54.67,52.02,0.48,-1,-1,-1
2,3,501.67,84.42,64.00,47.67,0.47,-1,-1,-1
2,4,923.33,75.42,46.67,32.17,0.47,-1,-1,-1
2,5,597.33,70.50,64.00,67.33,0.46,-1,-1,-1
2,6,539.33,61.75,52.67,44.83,0.44,-1,-1,-1
2,7,892.00,43.96,30.67,27.08,0.43,-1,-1,-1
3,1,452.33,58.17,52.00,33.92,0.49,-1,-1,-1
3,2,618.67,4.71,55.33,52.67,0.47,-1,-1,-1
3,3,498.00,84.83,67.33,48.17,0.47,-1,-1,-1
3,4,923.33,75.33,56.00,32.33,0.37,-1,-1,-1
3,5,591.00,78.08,68.00,69.67,0.47,-1,-1,-1
3,6,539.33,62.08,51.33,44.17,0.42,-1,-1,-1
3,7,891.33,43.83,32.00,27.25,0.43,-1,-1,-1
4,1,452.33,57.88,52.00,34.29,0.51,-1,-1,-1
4,2,618.33,4.58,54.00,52.67,0.49,-1,-1,-1
4,3,492.00,88.50,64.67,47.67,0.47,-1,-1,-1
4,4,923.33,75.54,48.00,31.96,0.47,-1,-1,-1
4,5,574.33,92.42,70.67,75.92,0.49,-1,-1,-1
4,6,537.00,62.58,54.00,45.50,0.45,-1,-1,-1
4,7,892.00,43.92,30.67,27.33,0.44,-1,-1,-1
4,8,612.67,73.00,46.67,43.67,0.44,-1,-1,-1
5,1,452.33,57.96,52.00,34.29,0.50,-1,-1,-1
5,2,618.00,4.79,54.67,52.67,0.49,-1,-1,-1
5,3,479.00,93.75,70.00,50.33,0.49,-1,-1,-1
5,4,923.33,75.58,48.00,31.83,0.47,-1,-1,-1
5,5,547.67,109.75,82.00,87.92,0.49,-1,-1,-1
5,6,529.00,64.50,59.33,44.67,0.43,-1,-1,-1
5,7,892.00,43.92,30.67,27.33,0.43,-1,-1,-1
5,8,604.33,80.08,49.33,46.17,0.45,-1,-1,-1
5,9,585.00,51.21,38.67,35.29,0.43,-1,-1,-1
5,10,614.33,40.08,34.67,32.08,0.40,-1,-1,-1
6,1,452.00,57.88,52.00,34.21,0.49,-1,-1,-1
6,2,618.00,4.79,54.67,52.67,0.49,-1,-1,-1
6,3,457.67,101.17,75.33,58.17,0.48,-1,-1,-1
6,4,923.33,75.58,48.00,31.83,0.47,-1,-1,-1
6,5,501.67,134.67,101.33,104.67,0.51,-1,-1,-1
6,6,519.00,67.58,62.00,50.50,0.47,-1,-1,-1
6,7,891.33,43.71,32.00,27.42,0.43,-1,-1,-1
6,9,577.67,52.29,44.67,38.79,0.40,-1,-1,-1
6,10,612.00,39.04,36.00,34.58,0.45,-1,-1,-1
6,11,588.67,91.33,56.67,54.33,0.50,-1,-1,-1
7,1,452.00,57.33,52.00,34.42,0.47,-1,-1,-1
7,2,618.67,4.56,54.00,52.77,0.49,-1,-1,-1
7,3,424.33,113.75,86.67,62.92,0.49,-1,-1,-1
7,4,924.00,75.54,48.00,31.96,0.46,-1,-1,-1
7,5,399.33,187.17,148.00,146.33,0.48,-1,-1,-1
7,6,502.67,74.92,66.67,54.33,0.48,-1,-1,-1
7,7,891.33,43.71,32.00,27.42,0.43,-1,-1,-1
7,9,569.00,55.12,49.33,41.54,0.45,-1,-1,-1
7,10,609.33,44.04,36.00,31.67,0.44,-1,-1,-1
7,11,568.33,106.83,64.00,60.00,0.50,-1,-1,-1
8,1,453.00,57.92,48.00,34.17,0.46,-1,-1,-1
8,2,618.33,5.27,52.00,52.98,0.51,-1,-1,-1
8,3,370.67,133.00,104.00,74.33,0.49,-1,-1,-1
8,4,923.33,75.50,53.33,31.50,0.41,-1,-1,-1
8,5,136.33,351.33,272.33,237.33,0.45,-1,-1,-1
8,6,477.00,84.25,74.67,58.50,0.49,-1,-1,-1
8,7,891.33,43.62,32.00,27.42,0.43,-1,-1,-1
8,9,559.33,57.54,53.33,45.13,0.48,-1,-1,-1
8,10,604.67,44.79,38.00,34.08,0.45,-1,-1,-1
8,11,532.33,131.92,80.67,72.42,0.50,-1,-1,-1
8,12,154.75,295.67,257.92,256.00,0.42,-1,-1,-1
9,1,452.00,57.88,52.67,35.21,0.49,-1,-1,-1
9,2,616.67,6.23,52.67,52.69,0.50,-1,-1,-1
9,3,282.67,167.25,132.00,95.42,0.50,-1,-1,-1
9,4,922.00,75.50,48.00,31.83,0.45,-1,-1,-1
9,6,439.67,95.67,85.33,66.83,0.51,-1,-1,-1
9,7,892.00,43.62,32.00,27.17,0.42,-1,-1,-1
9,9,546.00,64.38,58.67,46.12,0.49,-1,-1,-1
9,10,598.33,47.58,39.33,35.67,0.45,-1,-1,-1
9,11,466.67,177.33,105.33,98.00,0.52,-1,-1,-1
10,1,452.00,57.67,53.33,34.50,0.49,-1,-1,-1
10,2,613.00,6.65,55.33,54.52,0.49,-1,-1,-1
10,4,923.33,75.46,46.67,31.88,0.47,-1,-1,-1
10,6,381.00,113.42,102.67,77.92,0.51,-1,-1,-1
10,7,892.67,43.58,30.67,27.50,0.40,-1,-1,-1
10,9,529.33,68.83,63.33,51.50,0.50,-1,-1,-1
