1,1,539.00,131.67,84.67,70.83,0.52,-1,-1,-1
1,2,211.83,138.50,143.50,113.33,0.51,-1,-1,-1
1,3,439.33,121.33,85.33,60.83,0.51,-1,-1,-1
1,4,779.33,152.67,76.00,65.67,0.50,-1,-1,-1
1,5,956.67,99.58,54.67,40.00,0.50,-1,-1,-1
1,6,557.33,64.08,52.00,37.50,0.49,-1,-1,-1
1,7,93.67,401.33,293.33,258.67,0.41,-1,-1,-1
1,8,64.67,437.67,312.00,282.33,0.41,-1,-1,-1
2,1,431.00,193.83,128.67,109.67,0.51,-1,-1,-1
2,2,34.33,179.17,201.00,148.33,0.48,-1,-1,-1
2,3,329.33,167.92,122.67,85.75,0.50,-1,-1,-1
2,4,773.33,107.42,57.33,49.00,0.47,-1,-1,-1
2,5,955.33,99.67,56.00,39.67,0.50,-1,-1,-1
2,6,530.00,75.75,58.67,42.17,0.51,-1,-1,-1
2,9,927.33,60.71,54.67,56.29,0.46,-1,-1,-1
3,1,144.83,358.33,263.83,230.00,0.45,-1,-1,-1
3,3,58.08,275.50,230.58,161.17,0.45,-1,-1,-1
3,4,770.67,79.17,44.00,36.50,0.50,-1,-1,-1
3,5,956.67,99.67,54.67,40.17,0.46,-1,-1,-1
3,6,492.00,93.25,69.33,49.67,0.51,-1,-1,-1
3,9,927.33,61.58,56.00,55.33,0.35,-1,-1,-1
3,10,1047.33,387.00,232.00,182.67,0.49,-1,-1,-1
3,11,587.67,56.25,43.33,32.50,0.48,-1,-1,-1
4,4,766.67,42.83,30.67,25.33,0.42,-1,-1,-1
4,5,956.00,99.50,56.00,40.00,0.49,-1,-1,-1
4,6,335.83,157.75,120.83,83.08,0.50,-1,-1,-1
4,9,928.00,61.00,54.67,56.17,0.42,-1,-1,-1
4,11,578.33,54.92,40.67,31.58,0.44,-1,-1,-1
4,12,541.33,77.83,56.67,42.17,0.51,-1,-1,-1
4,13,868.67,108.25,60.00,50.83,0.50,-1,-1,-1
5,5,956.00,99.33,56.00,40.00,0.50,-1,-1,-1
5,6,525.33,80.17,55.33,42.33,0.51,-1,-1,-1
5,9,928.00,60.58,54.67,55.83,0.47,-1,-1,-1
5,11,436.67,125.83,88.00,64.50,0.50,-1,-1,-1
5,14,894.00,151.83,74.67,64.00,0.50,-1,-1,-1
5,15,826.00,50.21,32.00,26.92,0.43,-1,-1,-1
6,5,956.67,99.50,56.00,40.00,0.50,-1,-1,-1
