1,1,504.00,80.75,64.67,53.83,0.48,-1,-1,-1
1,2,588.00,83.67,64.67,63.83,0.45,-1,-1,-1
2,1,504.00,80.75,64.67,53.83,0.48,-1,-1,-1
2,2,588.00,83.58,64.67,63.83,0.45,-1,-1,-1
3,1,488.00,87.33,73.33,55.33,0.46,-1,-1,-1
3,2,577.00,104.83,67.33,60.50,0.45,-1,-1,-1
3,3,0.33,375.67,142.17,196.67,0.43,-1,-1,-1
3,4,670.33,46.25,38.33,34.67,0.43,-1,-1,-1
4,1,464.33,97.33,79.33,59.83,0.48,-1,-1,-1
4,4,665.33,49.00,41.33,36.75,0.38,-1,-1,-1
4,5,548.00,127.08,83.33,69.92,0.48,-1,-1,-1
5,1,425.33,106.33,92.67,75.50,0.46,-1,-1,-1
5,4,659.67,55.08,41.67,35.42,0.41,-1,-1,-1
5,6,485.33,167.25,113.33,95.42,0.50,-1,-1,-1
5,7,511.33,74.00,70.00,60.33,0.42,-1,-1,-1
6,1,359.67,140.75,115.33,80.08,0.49,-1,-1,-1
6,4,651.33,60.08,46.00,39.67,0.44,-1,-1,-1
6,8,328.17,246.17,196.50,157.17,0.47,-1,-1,-1
6,9,542.33,61.08,55.33,45.33,0.41,-1,-1,-1
7,1,245.83,185.33,157.83,108.33,0.51,-1,-1,-1
7,4,638.00,65.12,52.67,48.38,0.46,-1,-1,-1
7,9,522.00,69.79,62.67,49.54,0.44,-1,-1,-1
7,10,421.33,110.83,94.00,81.17,0.48,-1,-1,-1
7,11,1190.67,575.67,89.33,141.67,0.43,-1,-1,-1
7,12,557.00,97.75,76.67,78.25,0.41,-1,-1,-1
8,4,618.67,78.83,60.67,58.17,0.48,-1,-1,-1
8,9,495.33,82.75,68.00,54.50,0.49,-1,-1,-1
8,13,322.83,137.17,129.83,116.67,0.50,-1,-1,-1
8,14,516.00,124.75,95.33,96.92,0.49,-1,-1,-1
8,15,1046.00,349.33,213.33,175.33,0.47,-1,-1,-1
8,16,28.75,274.33,246.92,176.00,0.46,-1,-1,-1
9,17,447.67,168.33,124.67,118.00,0.50,-1,-1,-1
9,18,456.33,100.50,80.67,61.00,0.50,-1,-1,-1
9,19,964.00,230.67,133.33,110.33,0.49,-1,-1,-1
9,20,594.00,94.17,72.67,75.50,0.49,-1,-1,-1
9,21,148.67,197.50,199.33,154.50,0.47,-1,-1,-1
9,22,537.00,65.08,60.00,44.83,0.41,-1,-1,-1
10,23,910.00,165.67,97.33,79.00,0.50,-1,-1,-1
10,24,395.33,126.00,100.00,76.67,0.50,-1,-1,-1
10,25,294.67,254.33,201.33,194.67,0.49,-1,-1,-1
10,26,557.00,123.00,88.67,83.17,0.48,-1,-1,-1
10,27,511.00,80.33,65.33,49.00,0.46,-1,-1,-1
10,28,560.33,52.08,54.00,43.25,0.40,-1,-1,-1
11,28,539.00,62.25,59.33,49.83,0.44,-1,-1,-1
11,29,1143.33,341.33,134.67,120.00,0.50,-1,-1,-1
11,30,876.67,123.00,74.67,66.50,0.49,-1,-1,-1
11,31,490.00,162.67,121.33,116.33,0.49,-1,-1,-1
11,32,298.17,165.83,134.17,95.33,0.49,-1,-1,-1
11,33,0.83,495.67,281.17,219.00,0.48,-1,-1,-1
11,34,472.67,94.33,76.67,60.00,0.46,-1,-1,-1
12,28,506.33,75.67,68.67,56.00,0.45,-1,-1,-1
12,35,1080.00,245.50,120.00,86.33,0.51,-1,-1,-1
12,36,852.00,95.00,57.33,49.00,0.50,-1,-1,-1
12,37,120.42,235.33,203.25,139.33,0.49,-1,-1,-1
12,38,410.67,115.58,98.00,78.75,0.49,-1,-1,-1
12,39,1012.00,359.00,216.00,167.33,0.48,-1,-1,-1
12,40,350.00,244.00,194.67,188.00,0.43,-1,-1,-1
13,41,930.00,223.17,121.33,94.67,0.51,-1,-1,-1
13,42,837.33,73.88,45.33,40.04,0.49,-1,-1,-1
13,43,307.17,152.75,130.17,111.25,0.49,-1,-1,-1
13,44,461.33,96.08,82.67,65.67,0.48,-1,-1,-1
13,45,1032.67,189.17,92.00,64.67,0.46,-1,-1,-1
13,46,944.00,70.33,45.33,31.33,0.42,-1,-1,-1
13,47,63.42,423.67,304.92,287.00,0.42,-1,-1,-1
13,48,923.33,61.88,34.67,24.79,0.42,-1,-1,-1
14,46,944.67,70.12,44.00,31.88,0.41,-1,-1,-1
14,48,923.33,62.08,34.67,24.08,0.37,-1,-1,-1
14,49,883.33,151.75,82.67,68.25,0.51,-1,-1,-1
14,50,1007.33,153.58,70.67,51.08,0.50,-1,-1,-1
14,51,826.00,56.33,38.67,34.00,0.49,-1,-1,-1
14,52,388.67,124.50,103.33,85.17,0.48,-1,-1,-1
14,53,101.83,226.33,211.67,177.33,0.48,-1,-1,-1
15,46,944.67,70.25,44.00,31.67,0.42,-1,-1,-1
15,48,922.67,62.42,34.67,24.00,0.43,-1,-1,-1
15,54,859.33,111.17,58.67,50.00,0.50,-1,-1,-1
15,55,255.67,173.17,153.33,119.33,0.47,-1,-1,-1
15,56,818.67,43.08,32.00,29.50,0.46,-1,-1,-1
15,57,561.67,26.83,58.67,63.17,0.44,-1,-1,-1
15,58,990.67,124.92,64.00,50.92,0.40,-1,-1,-1
15,59,620.67,34.81,36.67,27.94,0.40,-1,-1,-1
16,46,945.33,70.33,42.67,31.83,0.44,-1,-1,-1
16,48,922.00,62.25,36.00,24.42,0.41,-1,-1,-1
16,57,538.00,35.65,64.00,72.60,0.49,-1,-1,-1
16,60,844.67,82.83,45.33,39.83,0.50,-1,-1,-1
16,61,602.67,41.46,43.33,33.50,0.49,-1,-1,-1
16,62,0.50,284.67,232.17,204.00,0.48,-1,-1,-1
16,63,812.00,33.06,29.33,25.10,0.43,-1,-1,-1
16,64,978.00,111.83,54.67,37.67,0.43,-1,-1,-1
17,46,945.33,70.42,42.67,29.67,0.45,-1,-1,-1
17,48,922.00,61.92,36.00,24.83,0.43,-1,-1,-1
17,57,498.67,46.17,79.33,85.67,0.47,-1,-1,-1
17,63,807.33,25.62,24.00,22.50,0.44,-1,-1,-1
17,65,833.33,62.17,38.67,32.17,0.49,-1,-1,-1
17,66,580.00,51.46,49.33,37.21,0.49,-1,-1,-1
17,67,964.00,98.83,48.00,34.33,0.44,-1,-1,-1
18,46,947.33,70.54,42.67,29.54,0.45,-1,-1,-1
18,48,922.67,61.75,34.67,25.42,0.41,-1,-1,-1
18,57,450.67,58.75,94.00,104.67,0.48,-1,-1,-1
18,67,950.67,90.25,46.67,33.83,0.32,-1,-1,-1
18,68,550.67,63.04,58.67,44.29,0.50,-1,-1,-1
18,69,824.00,47.29,33.33,27.00,0.46,-1,-1,-1
18,70,1068.67,521.33,209.33,195.33,0.43,-1,-1,-1
18,71,803.33,19.42,21.33,20.75,0.42,-1,-1,-1
19,46,944.67,70.17,44.00,26.50,0.43,-1,-1,-1
19,48,922.00,61.79,36.00,25.21,0.40,-1,-1,-1
19,57,374.33,83.67,122.00,126.33,0.44,-1,-1,-1
19,67,943.33,84.33,46.67,33.17,0.45,-1,-1,-1
19,71,800.00,14.08,21.33,17.50,0.33,-1,-1,-1
19,72,513.67,78.75,70.00,53.67,0.51,-1,-1,-1
19,73,916.00,264.67,173.33,143.00,0.45,-1,-1,-1
19,74,818.00,35.58,28.00,22.42,0.44,-1,-1,-1
20,46,942.00,70.04,45.33,24.29,0.35,-1,-1,-1
20,48,923.33,62.04,34.67,24.96,0.23,-1,-1,-1
20,57,250.67,107.58,171.67,177.75,0.46,-1,-1,-1
20,67,940.67,83.50,48.00,32.00,0.45,-1,-1,-1
20,71,796.00,10.21,21.33,17.67,0.27,-1,-1,-1
20,75,463.00,99.67,87.33,66.17,0.50,-1,-1,-1
20,76,846.67,165.50,106.67,92.67,0.50,-1,-1,-1
20,77,813.33,27.85,25.33,19.27,0.41,-1,-1,-1
